type,mean_1,stddev_1,mean_2,stddev_2,results,time,age,gender,smoker,background,date,condition,ID
Experimental,9,0.4,9,1.0,4,12.23,18,gender_male,smoker_no,Engineering,2014-10-21,S1,41
Diversion,7,1.0,7,0.4,1,16.478,18,gender_male,smoker_no,Engineering,2014-10-21,S1,41
Experimental,9,0.4,8,1.0,4,9.691,18,gender_male,smoker_no,Engineering,2014-10-21,S1,41
Experimental,7,0.4,8,1.0,4,13.748,18,gender_male,smoker_no,Engineering,2014-10-21,S1,41
Experimental,8,0.4,7,1.0,4,9.544,18,gender_male,smoker_no,Engineering,2014-10-21,S1,41
Control,9,1.0,8,1.0,3,10.997,18,gender_male,smoker_no,Engineering,2014-10-21,S1,41
Experimental,8,0.4,8,1.0,4,12.91,18,gender_male,smoker_no,Engineering,2014-10-21,S1,41
Experimental,9,3.0,9,1.0,3,13.098,18,gender_male,smoker_no,Engineering,2014-10-21,S1,41
Experimental,7,3.0,9,1.0,4,11.69,18,gender_male,smoker_no,Engineering,2014-10-21,S1,41
Experimental,7,3.0,8,1.0,4,15.317,18,gender_male,smoker_no,Engineering,2014-10-21,S1,41
Experimental,7,0.4,7,1.0,3,9.947,18,gender_male,smoker_no,Engineering,2014-10-21,S1,41
Control,7,1.0,7,1.0,4,7.416,18,gender_male,smoker_no,Engineering,2014-10-21,S1,41
Control,8,1.0,7,1.0,4,8.576,18,gender_male,smoker_no,Engineering,2014-10-21,S1,41
Experimental,8,3.0,8,1.0,3,12.617,18,gender_male,smoker_no,Engineering,2014-10-21,S1,41
Experimental,9,3.0,8,1.0,4,7.192,18,gender_male,smoker_no,Engineering,2014-10-21,S1,41
Experimental,8,3.0,9,1.0,4,13.114,18,gender_male,smoker_no,Engineering,2014-10-21,S1,41
Experimental,9,3.0,7,1.0,3,8.98,18,gender_male,smoker_no,Engineering,2014-10-21,S1,41
Experimental,9,0.4,7,1.0,4,11.857,18,gender_male,smoker_no,Engineering,2014-10-21,S1,41
Experimental,7,3.0,7,1.0,3,11.657,18,gender_male,smoker_no,Engineering,2014-10-21,S1,41
Control,8,1.0,8,1.0,2,6.743,18,gender_male,smoker_no,Engineering,2014-10-21,S1,41
Control,9,1.0,7,1.0,4,6.754,18,gender_male,smoker_no,Engineering,2014-10-21,S1,41
Experimental,8,3.0,7,1.0,3,11.641,18,gender_male,smoker_no,Engineering,2014-10-21,S1,41
Diversion,8,1.0,8,3.0,4,5.37,18,gender_male,smoker_no,Engineering,2014-10-21,S1,41
Experimental,8,0.4,9,1.0,3,8.532,18,gender_male,smoker_no,Engineering,2014-10-21,S1,41
Experimental,7,0.4,9,1.0,3,13.085,18,gender_male,smoker_no,Engineering,2014-10-21,S1,41
Control,8,0.4,9,1.0,3,0.0,18,gender_male,smoker_no,Engineering,2014-10-21,S1,41
Control,7,0.4,9,1.0,3,0.0,18,gender_male,smoker_no,Engineering,2014-10-21,S1,41
Experimental,7,3.0,9,1.0,1,4.166,20,gender_male,smoker_no,ARTS,2014-10-21,S1,42
Experimental,9,0.4,9,1.0,4,6.644,20,gender_male,smoker_no,ARTS,2014-10-21,S1,42
Experimental,8,0.4,9,1.0,3,7.091,20,gender_male,smoker_no,ARTS,2014-10-21,S1,42
Experimental,8,3.0,8,1.0,1,9.477,20,gender_male,smoker_no,ARTS,2014-10-21,S1,42
Experimental,8,3.0,7,1.0,3,9.1,20,gender_male,smoker_no,ARTS,2014-10-21,S1,42
Control,8,1.0,9,1.0,4,12.052,20,gender_male,smoker_no,ARTS,2014-10-21,S1,42
Control,8,1.0,7,1.0,3,10.212,20,gender_male,smoker_no,ARTS,2014-10-21,S1,42
Experimental,8,3.0,9,1.0,3,11.37,20,gender_male,smoker_no,ARTS,2014-10-21,S1,42
Experimental,7,0.4,7,1.0,4,11.236,20,gender_male,smoker_no,ARTS,2014-10-21,S1,42
Experimental,7,0.4,8,1.0,4,12.198,20,gender_male,smoker_no,ARTS,2014-10-21,S1,42
Experimental,9,0.4,8,1.0,3,11.83,20,gender_male,smoker_no,ARTS,2014-10-21,S1,42
Experimental,9,3.0,8,1.0,2,12.342,20,gender_male,smoker_no,ARTS,2014-10-21,S1,42
Diversion,8,1.0,8,3.0,5,8.932,20,gender_male,smoker_no,ARTS,2014-10-21,S1,42
Control,8,1.0,8,1.0,3,11.236,20,gender_male,smoker_no,ARTS,2014-10-21,S1,42
Control,8,1.0,8,1.0,4,15.502,20,gender_male,smoker_no,ARTS,2014-10-21,S1,42
Experimental,8,0.4,7,1.0,4,11.95,20,gender_male,smoker_no,ARTS,2014-10-21,S1,42
Control,9,1.0,7,1.0,3,13.702,20,gender_male,smoker_no,ARTS,2014-10-21,S1,42
Diversion,7,1.0,7,0.4,1,8.466,20,gender_male,smoker_no,ARTS,2014-10-21,S1,42
Experimental,9,3.0,7,1.0,2,11.854,20,gender_male,smoker_no,ARTS,2014-10-21,S1,42
Experimental,9,0.4,7,1.0,5,7.727,20,gender_male,smoker_no,ARTS,2014-10-21,S1,42
Experimental,7,0.4,9,1.0,4,13.44,20,gender_male,smoker_no,ARTS,2014-10-21,S1,42
Experimental,9,3.0,9,1.0,1,11.047,20,gender_male,smoker_no,ARTS,2014-10-21,S1,42
Experimental,7,3.0,8,1.0,1,13.341,20,gender_male,smoker_no,ARTS,2014-10-21,S1,42
Experimental,7,3.0,7,1.0,3,14.695,20,gender_male,smoker_no,ARTS,2014-10-21,S1,42
Experimental,8,0.4,8,1.0,4,13.438,20,gender_male,smoker_no,ARTS,2014-10-21,S1,42
Control,7,3.0,7,1.0,3,0.0,20,gender_male,smoker_no,ARTS,2014-10-21,S1,42
Control,8,0.4,8,1.0,4,0.0,20,gender_male,smoker_no,ARTS,2014-10-21,S1,42
Experimental,9,0.4,7,1.0,4,5.916,26,gender_male,smoker_no,Medicine,2014-10-21,S1,43
Control,9,1.0,9,1.0,4,7.697,26,gender_male,smoker_no,Medicine,2014-10-21,S1,43
Control,9,1.0,9,1.0,3,13.358,26,gender_male,smoker_no,Medicine,2014-10-21,S1,43
Control,9,1.0,8,1.0,3,15.34,26,gender_male,smoker_no,Medicine,2014-10-21,S1,43
Experimental,7,3.0,8,1.0,4,13.015,26,gender_male,smoker_no,Medicine,2014-10-21,S1,43
Experimental,9,0.4,9,1.0,4,14.296,26,gender_male,smoker_no,Medicine,2014-10-21,S1,43
Diversion,7,1.0,7,0.4,1,12.54,26,gender_male,smoker_no,Medicine,2014-10-21,S1,43
Experimental,8,3.0,8,1.0,4,10.442,26,gender_male,smoker_no,Medicine,2014-10-21,S1,43
Experimental,7,0.4,7,1.0,4,14.262,26,gender_male,smoker_no,Medicine,2014-10-21,S1,43
Experimental,7,3.0,7,1.0,3,16.009,26,gender_male,smoker_no,Medicine,2014-10-21,S1,43
Experimental,8,3.0,9,1.0,3,15.43,26,gender_male,smoker_no,Medicine,2014-10-21,S1,43
Experimental,8,0.4,8,1.0,3,13.444,26,gender_male,smoker_no,Medicine,2014-10-21,S1,43
Experimental,8,0.4,7,1.0,0,0.0,26,gender_male,smoker_no,Medicine,0000-00-00,S1,43
Control,9,1.0,9,1.0,3,14.208,26,gender_male,smoker_no,Medicine,2014-10-21,S1,43
Control,7,1.0,8,1.0,3,14.827,26,gender_male,smoker_no,Medicine,2014-10-21,S1,43
Experimental,8,3.0,7,1.0,4,8.643,26,gender_male,smoker_no,Medicine,2014-10-21,S1,43
Experimental,9,3.0,9,1.0,3,13.696,26,gender_male,smoker_no,Medicine,2014-10-21,S1,43
Experimental,7,3.0,9,1.0,4,10.472,26,gender_male,smoker_no,Medicine,2014-10-21,S1,43
Experimental,9,3.0,8,1.0,2,9.458,26,gender_male,smoker_no,Medicine,2014-10-21,S1,43
Experimental,7,0.4,9,1.0,2,13.736,26,gender_male,smoker_no,Medicine,2014-10-21,S1,43
Diversion,7,1.0,7,0.4,1,11.701,26,gender_male,smoker_no,Medicine,2014-10-21,S1,43
Experimental,8,0.4,9,1.0,4,8.855,26,gender_male,smoker_no,Medicine,2014-10-21,S1,43
Experimental,9,0.4,8,1.0,4,9.64,26,gender_male,smoker_no,Medicine,2014-10-21,S1,43
Experimental,7,0.4,8,1.0,2,12.555,26,gender_male,smoker_no,Medicine,2014-10-21,S1,43
Experimental,9,3.0,7,1.0,2,12.544,26,gender_male,smoker_no,Medicine,2014-10-21,S1,43
Control,7,0.4,8,1.0,2,0.0,26,gender_male,smoker_no,Medicine,2014-10-21,S1,43
Control,9,3.0,7,1.0,2,0.0,26,gender_male,smoker_no,Medicine,2014-10-21,S1,43
Experimental,9,0.4,9,1.0,5,8.116,22,gender_male,smoker_no,Finance,2014-10-21,S1,44
Control,7,1.0,9,1.0,4,13.528,22,gender_male,smoker_no,Finance,2014-10-21,S1,44
Control,9,1.0,8,1.0,2,8.644,22,gender_male,smoker_no,Finance,2014-10-21,S1,44
Diversion,7,1.0,7,0.4,1,7.264,22,gender_male,smoker_no,Finance,2014-10-21,S1,44
Experimental,7,3.0,9,1.0,3,17.54,22,gender_male,smoker_no,Finance,2014-10-21,S1,44
Experimental,7,0.4,8,1.0,3,15.167,22,gender_male,smoker_no,Finance,2014-10-21,S1,44
Experimental,9,3.0,8,1.0,3,16.785,22,gender_male,smoker_no,Finance,2014-10-21,S1,44
Experimental,9,0.4,8,1.0,3,12.357,22,gender_male,smoker_no,Finance,2014-10-21,S1,44
Control,9,1.0,9,1.0,3,14.308,22,gender_male,smoker_no,Finance,2014-10-21,S1,44
Experimental,8,0.4,8,1.0,2,10.408,22,gender_male,smoker_no,Finance,2014-10-21,S1,44
Experimental,9,3.0,9,1.0,2,10.044,22,gender_male,smoker_no,Finance,2014-10-21,S1,44
Experimental,9,3.0,7,1.0,2,13.361,22,gender_male,smoker_no,Finance,2014-10-21,S1,44
Control,9,1.0,9,1.0,1,13.38,22,gender_male,smoker_no,Finance,2014-10-21,S1,44
Experimental,8,3.0,9,1.0,2,13.51,22,gender_male,smoker_no,Finance,2014-10-21,S1,44
Diversion,9,1.0,9,3.0,4,9.49,22,gender_male,smoker_no,Finance,2014-10-21,S1,44
Experimental,8,3.0,7,1.0,3,17.637,22,gender_male,smoker_no,Finance,2014-10-21,S1,44
Experimental,7,3.0,8,1.0,2,11.012,22,gender_male,smoker_no,Finance,2014-10-21,S1,44
Experimental,8,3.0,8,1.0,4,11.387,22,gender_male,smoker_no,Finance,2014-10-21,S1,44
Experimental,7,0.4,7,1.0,3,9.113,22,gender_male,smoker_no,Finance,2014-10-21,S1,44
Experimental,7,0.4,9,1.0,2,9.092,22,gender_male,smoker_no,Finance,2014-10-21,S1,44
Experimental,8,0.4,9,1.0,4,8.837,22,gender_male,smoker_no,Finance,2014-10-21,S1,44
Experimental,7,3.0,7,1.0,2,14.773,22,gender_male,smoker_no,Finance,2014-10-21,S1,44
Control,8,1.0,9,1.0,4,6.487,22,gender_male,smoker_no,Finance,2014-10-21,S1,44
Experimental,8,0.4,7,1.0,3,8.894,22,gender_male,smoker_no,Finance,2014-10-21,S1,44
Experimental,9,0.4,7,1.0,3,11.595,22,gender_male,smoker_no,Finance,2014-10-21,S1,44
Control,8,0.4,7,1.0,3,0.0,22,gender_male,smoker_no,Finance,2014-10-21,S1,44
Control,9,0.4,7,1.0,3,0.0,22,gender_male,smoker_no,Finance,2014-10-21,S1,44
Experimental,9,3.0,7,1.0,3,7.233,29,gender_female,smoker_no,Management,2014-11-07,S1,45
Experimental,9,3.0,9,1.0,3,12.687,29,gender_female,smoker_no,Management,2014-11-07,S1,45
Experimental,8,0.4,9,1.0,3,14.569,29,gender_female,smoker_no,Management,2014-11-07,S1,45
Diversion,9,1.0,9,0.4,1,7.03,29,gender_female,smoker_no,Management,2014-11-07,S1,45
Experimental,8,0.4,8,1.0,2,9.915,29,gender_female,smoker_no,Management,2014-11-07,S1,45
Control,9,1.0,7,1.0,2,11.41,29,gender_female,smoker_no,Management,2014-11-07,S1,45
Experimental,8,3.0,7,1.0,3,11.35,29,gender_female,smoker_no,Management,2014-11-07,S1,45
Experimental,9,0.4,8,1.0,2,11.891,29,gender_female,smoker_no,Management,2014-11-07,S1,45
Experimental,7,0.4,7,1.0,2,11.076,29,gender_female,smoker_no,Management,2014-11-07,S1,45
Experimental,8,3.0,8,1.0,2,10.563,29,gender_female,smoker_no,Management,2014-11-07,S1,45
Experimental,9,0.4,7,1.0,2,12.976,29,gender_female,smoker_no,Management,2014-11-07,S1,45
Control,8,3.0,7,3.0,5,5.265,29,gender_female,smoker_no,Management,2014-11-07,S1,45
Experimental,7,3.0,9,1.0,2,10.236,29,gender_female,smoker_no,Management,2014-11-07,S1,45
Experimental,7,0.4,9,1.0,2,11.026,29,gender_female,smoker_no,Management,2014-11-07,S1,45
Experimental,8,0.4,7,1.0,3,11.713,29,gender_female,smoker_no,Management,2014-11-07,S1,45
Diversion,9,1.0,9,3.0,4,10.05,29,gender_female,smoker_no,Management,2014-11-07,S1,45
Experimental,8,3.0,9,1.0,2,8.207,29,gender_female,smoker_no,Management,2014-11-07,S1,45
Experimental,7,3.0,8,1.0,2,9.47,29,gender_female,smoker_no,Management,2014-11-07,S1,45
Control,7,0.4,8,0.4,1,7.644,29,gender_female,smoker_no,Management,2014-11-07,S1,45
Control,7,1.0,9,1.0,2,8.277,29,gender_female,smoker_no,Management,2014-11-07,S1,45
Control,7,1.0,9,1.0,2,10.062,29,gender_female,smoker_no,Management,2014-11-07,S1,45
Experimental,9,0.4,9,1.0,2,9.087,29,gender_female,smoker_no,Management,2014-11-07,S1,45
Experimental,7,3.0,7,1.0,2,10.062,29,gender_female,smoker_no,Management,2014-11-07,S1,45
Control,8,1.0,9,1.0,1,11.695,29,gender_female,smoker_no,Management,2014-11-07,S1,45
Experimental,7,0.4,8,1.0,3,9.679,29,gender_female,smoker_no,Management,2014-11-07,S1,45
Control,7,1.0,7,1.0,2,10.217,29,gender_female,smoker_no,Management,2014-11-07,S1,45
Experimental,9,3.0,8,1.0,2,10.133,29,gender_female,smoker_no,Management,2014-11-07,S1,45
Experimental,9,0.4,7,1.0,4,7.324,19,gender_female,smoker_no,Architecture,2014-10-21,S1,46
Diversion,9,1.0,9,0.4,1,9.469,19,gender_female,smoker_no,Architecture,2014-10-21,S1,46
Control,7,1.0,9,1.0,3,15.325,19,gender_female,smoker_no,Architecture,2014-10-21,S1,46
Control,7,1.0,8,1.0,1,12.588,19,gender_female,smoker_no,Architecture,2014-10-21,S1,46
Experimental,9,3.0,8,1.0,2,17.742,19,gender_female,smoker_no,Architecture,2014-10-21,S1,46
Experimental,8,0.4,9,1.0,4,12.787,19,gender_female,smoker_no,Architecture,2014-10-21,S1,46
Experimental,8,0.4,7,1.0,3,19.782,19,gender_female,smoker_no,Architecture,2014-10-21,S1,46
Experimental,8,3.0,7,1.0,2,19.377,19,gender_female,smoker_no,Architecture,2014-10-21,S1,46
Experimental,9,0.4,9,1.0,3,20.546,19,gender_female,smoker_no,Architecture,2014-10-21,S1,46
Experimental,8,3.0,9,1.0,1,15.73,19,gender_female,smoker_no,Architecture,2014-10-21,S1,46
Control,9,1.0,7,1.0,2,23.186,19,gender_female,smoker_no,Architecture,2014-10-21,S1,46
Experimental,8,0.4,8,1.0,1,13.33,19,gender_female,smoker_no,Architecture,2014-10-21,S1,46
Experimental,9,3.0,9,1.0,1,15.195,19,gender_female,smoker_no,Architecture,2014-10-21,S1,46
Experimental,7,3.0,9,1.0,2,17.515,19,gender_female,smoker_no,Architecture,2014-10-21,S1,46
Experimental,7,0.4,7,1.0,2,21.842,19,gender_female,smoker_no,Architecture,2014-10-21,S1,46
Experimental,7,0.4,8,1.0,3,18.986,19,gender_female,smoker_no,Architecture,2014-10-21,S1,46
Control,8,1.0,8,1.0,1,12.528,19,gender_female,smoker_no,Architecture,2014-10-21,S1,46
Experimental,7,3.0,8,1.0,2,23.179,19,gender_female,smoker_no,Architecture,2014-10-21,S1,46
Diversion,9,1.0,9,0.4,1,9.219,19,gender_female,smoker_no,Architecture,2014-10-21,S1,46
Experimental,8,3.0,8,1.0,1,15.286,19,gender_female,smoker_no,Architecture,2014-10-21,S1,46
Experimental,7,0.4,9,1.0,3,16.118,19,gender_female,smoker_no,Architecture,2014-10-21,S1,46
Experimental,7,3.0,7,1.0,2,11.286,19,gender_female,smoker_no,Architecture,2014-10-21,S1,46
Experimental,9,3.0,7,1.0,3,14.918,19,gender_female,smoker_no,Architecture,2014-10-21,S1,46
Experimental,9,0.4,8,1.0,3,22.97,19,gender_female,smoker_no,Architecture,2014-10-21,S1,46
Control,8,1.0,8,1.0,2,11.252,19,gender_female,smoker_no,Architecture,2014-10-21,S1,46
Control,9,0.4,8,1.0,3,0.0,19,gender_female,smoker_no,Architecture,2014-10-21,S1,46
Control,8,1.0,8,1.0,2,0.0,19,gender_female,smoker_no,Architecture,2014-10-21,S1,46
Control,8,1.0,9,1.0,4,9.505,18,gender_male,smoker_no,Engineering,2014-10-21,S1,47
Experimental,7,3.0,8,1.0,2,13.486,18,gender_male,smoker_no,Engineering,2014-10-21,S1,47
Control,9,1.0,9,1.0,4,9.468,18,gender_male,smoker_no,Engineering,2014-10-21,S1,47
Experimental,7,0.4,8,1.0,3,9.848,18,gender_male,smoker_no,Engineering,2014-10-21,S1,47
Experimental,7,0.4,9,1.0,3,10.608,18,gender_male,smoker_no,Engineering,2014-10-21,S1,47
Experimental,9,3.0,8,1.0,2,10.376,18,gender_male,smoker_no,Engineering,2014-10-21,S1,47
Experimental,8,0.4,9,1.0,1,11.991,18,gender_male,smoker_no,Engineering,2014-10-21,S1,47
Experimental,8,0.4,7,1.0,2,10.665,18,gender_male,smoker_no,Engineering,2014-10-21,S1,47
Experimental,8,3.0,9,1.0,3,9.355,18,gender_male,smoker_no,Engineering,2014-10-21,S1,47
Experimental,7,3.0,9,1.0,3,11.966,18,gender_male,smoker_no,Engineering,2014-10-21,S1,47
Experimental,9,3.0,9,1.0,4,10.428,18,gender_male,smoker_no,Engineering,2014-10-21,S1,47
Experimental,8,0.4,8,1.0,3,10.054,18,gender_male,smoker_no,Engineering,2014-10-21,S1,47
Experimental,9,0.4,8,1.0,2,9.66,18,gender_male,smoker_no,Engineering,2014-10-21,S1,47
Experimental,7,3.0,7,1.0,3,12.36,18,gender_male,smoker_no,Engineering,2014-10-21,S1,47
Experimental,8,3.0,7,1.0,2,10.738,18,gender_male,smoker_no,Engineering,2014-10-21,S1,47
Control,9,1.0,7,1.0,3,12.597,18,gender_male,smoker_no,Engineering,2014-10-21,S1,47
Diversion,9,1.0,9,3.0,5,7.783,18,gender_male,smoker_no,Engineering,2014-10-21,S1,47
Experimental,7,0.4,7,1.0,3,11.644,18,gender_male,smoker_no,Engineering,2014-10-21,S1,47
Experimental,9,0.4,7,1.0,2,11.384,18,gender_male,smoker_no,Engineering,2014-10-21,S1,47
Experimental,8,3.0,8,1.0,1,10.745,18,gender_male,smoker_no,Engineering,2014-10-21,S1,47
Control,7,1.0,8,1.0,1,12.078,18,gender_male,smoker_no,Engineering,2014-10-21,S1,47
Diversion,8,1.0,8,0.4,1,8.445,18,gender_male,smoker_no,Engineering,2014-10-21,S1,47
Control,9,1.0,9,1.0,2,9.149,18,gender_male,smoker_no,Engineering,2014-10-21,S1,47
Experimental,9,3.0,7,1.0,2,10.048,18,gender_male,smoker_no,Engineering,2014-10-21,S1,47
Experimental,9,0.4,9,1.0,2,9.749,18,gender_male,smoker_no,Engineering,2014-10-21,S1,47
Control,9,3.0,7,1.0,2,0.0,18,gender_male,smoker_no,Engineering,2014-10-21,S1,47
Control,9,0.4,9,1.0,2,0.0,18,gender_male,smoker_no,Engineering,2014-10-21,S1,47
Control,8,1.0,7,1.0,4,3.68,20,gender_female,smoker_no,International Studies,2014-10-21,S1,48
Experimental,8,3.0,9,1.0,4,11.139,20,gender_female,smoker_no,International Studies,2014-10-21,S1,48
Experimental,8,3.0,7,1.0,3,13.159,20,gender_female,smoker_no,International Studies,2014-10-21,S1,48
Diversion,9,1.0,9,3.0,5,5.61,20,gender_female,smoker_no,International Studies,2014-10-21,S1,48
Experimental,9,3.0,7,1.0,3,9.756,20,gender_female,smoker_no,International Studies,2014-10-21,S1,48
Experimental,9,0.4,8,1.0,5,9.8,20,gender_female,smoker_no,International Studies,2014-10-21,S1,48
Experimental,9,3.0,8,1.0,3,10.254,20,gender_female,smoker_no,International Studies,2014-10-21,S1,48
Experimental,7,0.4,8,1.0,3,13.379,20,gender_female,smoker_no,International Studies,2014-10-21,S1,48
Experimental,9,3.0,9,1.0,4,10.526,20,gender_female,smoker_no,International Studies,2014-10-21,S1,48
Control,7,1.0,8,1.0,3,10.828,20,gender_female,smoker_no,International Studies,2014-10-21,S1,48
Experimental,8,0.4,8,1.0,3,7.61,20,gender_female,smoker_no,International Studies,2014-10-21,S1,48
Control,9,1.0,7,1.0,4,10.864,20,gender_female,smoker_no,International Studies,2014-10-21,S1,48
Experimental,9,0.4,9,1.0,5,8.112,20,gender_female,smoker_no,International Studies,2014-10-21,S1,48
Experimental,7,0.4,9,1.0,4,11.755,20,gender_female,smoker_no,International Studies,2014-10-21,S1,48
Experimental,8,0.4,7,1.0,4,11.4,20,gender_female,smoker_no,International Studies,2014-10-21,S1,48
Experimental,8,0.4,9,1.0,4,5.899,20,gender_female,smoker_no,International Studies,2014-10-21,S1,48
Control,7,1.0,8,1.0,5,7.912,20,gender_female,smoker_no,International Studies,2014-10-21,S1,48
Experimental,7,3.0,7,1.0,4,8.503,20,gender_female,smoker_no,International Studies,2014-10-21,S1,48
Experimental,8,3.0,8,1.0,4,8.027,20,gender_female,smoker_no,International Studies,2014-10-21,S1,48
Diversion,7,1.0,7,0.4,2,5.406,20,gender_female,smoker_no,International Studies,2014-10-21,S1,48
Experimental,7,0.4,7,1.0,5,10.884,20,gender_female,smoker_no,International Studies,2014-10-21,S1,48
Experimental,7,3.0,8,1.0,4,10.246,20,gender_female,smoker_no,International Studies,2014-10-21,S1,48
Experimental,9,0.4,7,1.0,4,7.672,20,gender_female,smoker_no,International Studies,2014-10-21,S1,48
Experimental,7,3.0,9,1.0,3,11.323,20,gender_female,smoker_no,International Studies,2014-10-21,S1,48
Control,7,1.0,7,1.0,4,13.346,20,gender_female,smoker_no,International Studies,2014-10-21,S1,48
Control,7,3.0,9,1.0,3,0.0,20,gender_female,smoker_no,International Studies,2014-10-21,S1,48
Control,7,1.0,7,1.0,4,0.0,20,gender_female,smoker_no,International Studies,2014-10-21,S1,48
Control,9,1.0,9,1.0,4,9.363,18,gender_male,smoker_no,English Legal studies (Arts/,2014-11-07,S1,49
Experimental,9,0.4,7,1.0,3,9.636,18,gender_male,smoker_no,English Legal studies (Arts/,2014-11-07,S1,49
Control,7,0.4,7,0.4,1,12.021,18,gender_male,smoker_no,English Legal studies (Arts/,2014-11-07,S1,49
Experimental,9,3.0,9,1.0,3,18.409,18,gender_male,smoker_no,English Legal studies (Arts/,2014-11-07,S1,49
Experimental,8,0.4,8,1.0,3,9.539,18,gender_male,smoker_no,English Legal studies (Arts/,2014-11-07,S1,49
Experimental,8,3.0,7,1.0,2,14.086,18,gender_male,smoker_no,English Legal studies (Arts/,2014-11-07,S1,49
Experimental,7,3.0,7,1.0,4,11.804,18,gender_male,smoker_no,English Legal studies (Arts/,2014-11-07,S1,49
Experimental,9,3.0,7,1.0,3,12.948,18,gender_male,smoker_no,English Legal studies (Arts/,2014-11-07,S1,49
Experimental,9,0.4,8,1.0,2,7.962,18,gender_male,smoker_no,English Legal studies (Arts/,2014-11-07,S1,49
Experimental,8,3.0,8,1.0,1,7.822,18,gender_male,smoker_no,English Legal studies (Arts/,2014-11-07,S1,49
Diversion,7,1.0,7,0.4,1,13.955,18,gender_male,smoker_no,English Legal studies (Arts/,2014-11-07,S1,49
Control,8,1.0,9,1.0,3,12.04,18,gender_male,smoker_no,English Legal studies (Arts/,2014-11-07,S1,49
Experimental,8,0.4,7,1.0,4,8.564,18,gender_male,smoker_no,English Legal studies (Arts/,2014-11-07,S1,49
Control,9,1.0,7,1.0,4,12.789,18,gender_male,smoker_no,English Legal studies (Arts/,2014-11-07,S1,49
Control,7,1.0,9,1.0,3,11.229,18,gender_male,smoker_no,English Legal studies (Arts/,2014-11-07,S1,49
Experimental,9,3.0,8,1.0,2,6.217,18,gender_male,smoker_no,English Legal studies (Arts/,2014-11-07,S1,49
Control,9,1.0,8,1.0,2,10.09,18,gender_male,smoker_no,English Legal studies (Arts/,2014-11-07,S1,49
Experimental,7,3.0,9,1.0,3,6.471,18,gender_male,smoker_no,English Legal studies (Arts/,2014-11-07,S1,49
Experimental,8,0.4,9,1.0,3,11.715,18,gender_male,smoker_no,English Legal studies (Arts/,2014-11-07,S1,49
Diversion,9,1.0,9,0.4,1,7.949,18,gender_male,smoker_no,English Legal studies (Arts/,2014-11-07,S1,49
Control,8,3.0,7,3.0,5,4.874,18,gender_male,smoker_no,English Legal studies (Arts/,2014-11-07,S1,49
Experimental,8,3.0,9,1.0,4,10.133,18,gender_male,smoker_no,English Legal studies (Arts/,2014-11-07,S1,49
Experimental,7,3.0,8,1.0,2,7.642,18,gender_male,smoker_no,English Legal studies (Arts/,2014-11-07,S1,49
Experimental,7,0.4,8,1.0,3,13.065,18,gender_male,smoker_no,English Legal studies (Arts/,2014-11-07,S1,49
Experimental,7,0.4,7,1.0,3,5.079,18,gender_male,smoker_no,English Legal studies (Arts/,2014-11-07,S1,49
Experimental,9,0.4,9,1.0,4,12.841,18,gender_male,smoker_no,English Legal studies (Arts/,2014-11-07,S1,49
Experimental,7,0.4,9,1.0,2,7.764,18,gender_male,smoker_no,English Legal studies (Arts/,2014-11-07,S1,49
Experimental,7,0.4,9,1.0,3,8.91,19,gender_male,smoker_no,Mathematics,2014-11-07,S1,50
Control,8,1.0,9,1.0,3,9.122,19,gender_male,smoker_no,Mathematics,2014-11-07,S1,50
Experimental,9,3.0,7,1.0,3,8.64,19,gender_male,smoker_no,Mathematics,2014-11-07,S1,50
Control,9,1.0,8,1.0,4,7.005,19,gender_male,smoker_no,Mathematics,2014-11-07,S1,50
Experimental,7,3.0,8,1.0,3,9.309,19,gender_male,smoker_no,Mathematics,2014-11-07,S1,50
Experimental,8,0.4,7,1.0,4,8.456,19,gender_male,smoker_no,Mathematics,2014-11-07,S1,50
Experimental,9,0.4,9,1.0,2,7.652,19,gender_male,smoker_no,Mathematics,2014-11-07,S1,50
Experimental,7,0.4,8,1.0,4,9.611,19,gender_male,smoker_no,Mathematics,2014-11-07,S1,50
Experimental,7,3.0,9,1.0,2,8.967,19,gender_male,smoker_no,Mathematics,2014-11-07,S1,50
Experimental,8,3.0,9,1.0,4,10.133,19,gender_male,smoker_no,Mathematics,2014-11-07,S1,50
Experimental,8,0.4,8,1.0,3,9.104,19,gender_male,smoker_no,Mathematics,2014-11-07,S1,50
Control,9,0.4,7,0.4,1,7.535,19,gender_male,smoker_no,Mathematics,2014-11-07,S1,50
Experimental,7,0.4,7,1.0,3,10.343,19,gender_male,smoker_no,Mathematics,2014-11-07,S1,50
Experimental,9,0.4,8,1.0,3,7.87,19,gender_male,smoker_no,Mathematics,2014-11-07,S1,50
Control,8,3.0,7,3.0,5,4.941,19,gender_male,smoker_no,Mathematics,2014-11-07,S1,50
Experimental,7,3.0,7,1.0,3,11.784,19,gender_male,smoker_no,Mathematics,2014-11-07,S1,50
Experimental,9,3.0,9,1.0,3,9.179,19,gender_male,smoker_no,Mathematics,2014-11-07,S1,50
Control,9,1.0,9,1.0,4,7.58,19,gender_male,smoker_no,Mathematics,2014-11-07,S1,50
Experimental,8,3.0,7,1.0,2,9.051,19,gender_male,smoker_no,Mathematics,2014-11-07,S1,50
Experimental,8,0.4,9,1.0,4,6.095,19,gender_male,smoker_no,Mathematics,2014-11-07,S1,50
